Header_시,Header_구,Header_동,Header_Timestamp,Header_단지명,Header_평형,target,Static__준공구분,Static__세대수구분,Static__평수구분,Static__건설사등급,Static__초품아여부,Static__역세권수,Static__호재수,depth1__ecos__base_rate,depth1__ecos__cd_91d_rate,depth1__ecos__cpi_housing,depth1__ecos__m2_avg,depth1__ecos__mortgage_rate_new,depth1__ecos__unemployment_rate,depth2__reb__apt_sale_supply_demand,depth2__reb__apt_jeonse_supply_demand,depth2__reb__apt_monthly_rent_supply_demand,depth3__reb__apt_sale_index,depth3__reb__apt_jeonse_index,depth3__policy__ltv_tightness,depth3__policy__dsr_severity,depth3__policy__is_speculative,depth3__policy__is_overheated,depth3__policy__is_regulated
서울특별시,성동구,금호동4가,2026-05-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.82,118.53,4143515.8,4.31,2.9,,,,106.229629,103.433235,1,1,0,1,1
서울특별시,성동구,금호동4가,2026-04-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.82,118.24,4143515.8,4.31,2.9,106.748291571754,111.531890660592,110.933940774487,104.895291,102.233384,1,1,0,1,1
서울특별시,성동구,금호동4가,2026-03-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.82,118.05,4143515.8,4.34,3.0,104.100227790433,107.260820045558,108.883826879271,103.47956,100.90596,1,1,0,1,1
서울특별시,성동구,금호동4가,2026-02-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.78,117.83,4111822.7,4.32,3.4,104.925968109339,107.033029612756,110.421412300683,101.686479,100.443132,1,1,0,1,1
서울특별시,성동구,금호동4가,2026-01-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.7,117.36,4105513.1,4.29,4.1,105.666287015945,109.253986332574,108.428246013667,100.0,100.0,1,1,0,1,1
서울특별시,성동구,금호동4가,2025-12-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.84,117.12,4089671.2,4.23,4.1,101.765375854214,107.687927107061,108.058086560364,98.974607,99.948014,1,1,0,1,1
서울특별시,성동구,금호동4가,2025-11-01,힐스테이트서울숲리버,59.96,200000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.69,116.89,4066699.3,4.17,2.2,100.0569476082,106.805239179954,107.403189066059,97.816462,99.608981,1,1,0,1,1
서울특별시,성동구,금호동4가,2025-10-01,힐스테이트서울숲리버,59.96,190000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.55,116.94,4056854.5,3.98,2.2,100.597949886105,106.378132118451,106.520501138952,94.188382,99.217501,1,1,0,1,1
서울특별시,성동구,금호동4가,2025-09-01,힐스테이트서울숲리버,59.96,170000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.56,116.71,4055458.9,3.96,2.1,98.1776765375854,103.616173120729,105.03986332574,90.608331,98.933588,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-08-01,힐스테이트서울숲리버,59.96,170000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.51,115.37,4031011.4,3.96,2.0,95.3018223234624,101.907744874715,103.331435079727,89.293315,98.756685,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-07-01,힐스테이트서울숲리버,59.96,170000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.51,115.16,3993116.2,3.96,2.4,95.130979498861,101.679954441913,104.470387243736,88.4915,98.576937,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-06-01,힐스테이트서울숲리버,59.96,160000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.57,116.56,3972892.3,3.93,2.8,96.8678815489749,102.363325740319,103.359908883827,85.949852,98.223999,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-05-01,힐스테이트서울숲리버,59.96,147000.0,준신축,중단지,소형,대형,초품아,1,0,2.5,2.67,116.47,3955366.9,3.87,2.8,91.8849658314351,100.341685649203,101.167425968109,83.703131,98.071613,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-04-01,힐스테이트서울숲리버,59.96,147000.0,준신축,중단지,소형,대형,초품아,1,0,2.75,2.74,116.24,3935845.0,3.98,2.9,91.9703872437358,98.2061503416857,99.7722095671982,82.748791,97.93864,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-03-01,힐스테이트서울숲리버,59.96,146500.0,준신축,중단지,소형,대형,초품아,1,0,2.75,2.84,116.25,3924087.0,4.17,3.1,92.6234213547646,96.9862227324914,100.315729047072,81.422352,97.799726,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-02-01,힐스테이트서울숲리버,59.96,141500.0,준신축,중단지,소형,대형,초품아,1,0,2.75,2.95,116.47,3920448.5,4.23,3.2,90.6142365097589,95.0631458094145,99.9712973593571,80.724485,97.642663,-1,1,0,0,0
서울특별시,성동구,금호동4가,2025-01-01,힐스테이트서울숲리버,59.96,141500.0,준신축,중단지,소형,대형,초품아,1,0,3.0,3.04,115.87,3921714.4,4.27,3.7,91.044776119403,95.292766934558,99.6555683122847,80.581831,97.677834,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-12-01,힐스테이트서울숲리버,59.96,141500.0,준신축,중단지,소형,대형,초품아,1,0,3.0,3.35,115.67,3906282.9,4.25,3.8,93.9724454649828,96.9001148105626,99.6555683122847,80.475788,97.576214,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-11-01,힐스테이트서울숲리버,59.96,139500.0,준신축,중단지,소형,대형,초품아,1,0,3.0,3.42,115.48,3881925.7,4.3,2.2,97.2445464982778,100.057405281286,101.750861079219,80.172975,97.257368,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-10-01,힐스테이트서울숲리버,59.96,139500.0,준신축,중단지,소형,대형,초품아,1,0,3.25,3.43,115.51,3856940.4,4.05,2.3,99.4259471871412,102.525832376579,102.497129735936,79.809713,96.733345,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-09-01,힐스테이트서울숲리버,59.96,139500.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.52,115.36,3845751.5,3.74,2.1,101.377726750861,103.702640642939,103.731343283582,78.993108,96.2488,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-08-01,힐스테이트서울숲리버,59.96,137000.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.5,113.92,3828979.7,3.51,1.9,103.587830080367,106.171067738232,103.645235361653,78.074218,95.494482,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-07-01,힐스테이트서울숲리버,59.96,136000.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.54,113.07,3825246.7,3.5,2.5,102.38232,106.57291,104.93685,77.113052,94.691045,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-06-01,힐스테이트서울숲리버,59.96,136000.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.6,114.43,3809703.4,3.71,2.9,99.1963260619977,107.577497129736,104.506314580941,75.886998,93.064361,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-05-01,힐스테이트서울숲리버,59.96,138500.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.6,114.26,3811701.4,3.91,3.0,91.2456946039036,104.247990815155,104.678530424799,75.483328,92.324799,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-04-01,힐스테이트서울숲리버,59.96,138500.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.57,114.15,3814826.3,3.93,3.0,86.337543053961,102.009184845006,103.157290470723,75.33636,91.893131,-1,1,0,0,0
서울특별시,성동구,금호동4가,2024-03-01,힐스테이트서울숲리버,59.96,138500.0,준신축,중단지,소형,대형,초품아,1,0,3.5,3.65,114.11,3811740.1,3.94,3.0,83.7256027554535,97.4454649827784,98.7083811710677,75.185199,91.015093,-1,1,0,0,0
