Header_시,Header_구,Header_동,Header_Timestamp,Header_단지명,Header_평형,target,Static__준공구분,Static__세대수구분,Static__평수구분,Static__건설사등급,Static__초품아여부,Static__역세권수,Static__호재수,depth1__ecos__base_rate,depth1__ecos__cd_91d_rate,depth1__ecos__cpi_housing,depth1__ecos__m2_avg,depth1__ecos__mortgage_rate_new,depth1__ecos__unemployment_rate,depth2__reb__apt_sale_supply_demand,depth2__reb__apt_jeonse_supply_demand,depth2__reb__apt_monthly_rent_supply_demand,depth3__reb__apt_sale_index,depth3__reb__apt_jeonse_index,depth3__policy__ltv_tightness,depth3__policy__dsr_severity,depth3__policy__is_speculative,depth3__policy__is_overheated,depth3__policy__is_regulated
서울특별시,서대문구,홍은동,2026-05-01,힐스테이트홍은포레스트,72.79,108000.0,신축,중단지,중형,대형,,0,1,2.5,2.82,118.53,4143515.8,4.31,2.9,,,,107.295219,103.517597,1,1,0,1,1
서울특별시,서대문구,홍은동,2026-04-01,힐스테이트홍은포레스트,72.79,108000.0,신축,중단지,중형,대형,,0,1,2.5,2.82,118.24,4143515.8,4.31,2.9,108.770491803279,108.688524590164,110.573770491803,106.056138,102.28281,1,1,0,1,1
서울특별시,서대문구,홍은동,2026-03-01,힐스테이트홍은포레스트,72.79,108000.0,신축,중단지,중형,대형,,0,1,2.5,2.82,118.05,4143515.8,4.34,3.0,105.081967213115,106.147540983607,109.508196721311,104.510032,101.485695,1,1,0,1,1
서울특별시,서대문구,홍은동,2026-02-01,힐스테이트홍은포레스트,72.79,108000.0,신축,중단지,중형,대형,,0,1,2.5,2.78,117.83,4111822.7,4.32,3.4,106.475409836066,105.0,106.72131147541,102.451464,100.549067,1,1,0,1,1
서울특별시,서대문구,홍은동,2026-01-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.7,117.36,4105513.1,4.29,4.1,107.622950819672,103.032786885246,103.44262295082,100.0,100.0,1,1,0,1,1
서울특별시,서대문구,홍은동,2025-12-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.84,117.12,4089671.2,4.23,4.1,104.918032786885,102.459016393443,103.27868852459,98.937626,99.60851,1,1,0,1,1
서울특별시,서대문구,홍은동,2025-11-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.69,116.89,4066699.3,4.17,2.2,102.868852459016,101.639344262295,104.262295081967,98.199487,99.205722,1,1,0,1,1
서울특별시,서대문구,홍은동,2025-10-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.55,116.94,4056854.5,3.98,2.2,106.72131147541,103.606557377049,105.491803278689,96.58002,98.617898,1,1,0,1,1
서울특별시,서대문구,홍은동,2025-09-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.56,116.71,4055458.9,3.96,2.1,104.426229508197,102.786885245902,104.918032786885,95.427171,98.544571,-1,1,0,0,0
서울특별시,서대문구,홍은동,2025-08-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.51,115.37,4031011.4,3.96,2.0,100.16393442623,99.8360655737705,102.950819672131,94.914216,98.449516,-1,1,0,0,0
서울특별시,서대문구,홍은동,2025-07-01,힐스테이트홍은포레스트,72.79,106000.0,신축,중단지,중형,대형,,0,1,2.5,2.51,115.16,3993116.2,3.96,2.4,100.655737704918,99.5901639344262,101.72131147541,94.445454,98.294733,-1,1,0,0,0
서울특별시,서대문구,홍은동,2025-06-01,힐스테이트홍은포레스트,72.79,104000.0,신축,중단지,중형,대형,,0,1,2.5,2.57,116.56,3972892.3,3.93,2.8,106.803278688525,101.803278688525,102.049180327869,93.411464,98.135245,-1,1,0,0,0
서울특별시,서대문구,홍은동,2025-05-01,힐스테이트홍은포레스트,72.79,104000.0,신축,중단지,중형,대형,,0,1,2.5,2.67,116.47,3955366.9,3.87,2.8,102.295081967213,101.229508196721,101.72131147541,92.441884,97.945212,-1,1,0,0,0
서울특별시,서대문구,홍은동,2025-04-01,힐스테이트홍은포레스트,72.79,104000.0,신축,중단지,중형,대형,,0,1,2.75,2.74,116.24,3935845.0,3.98,2.9,101.311475409836,100.245901639344,101.72131147541,92.280344,97.790732,-1,1,0,0,0
서울특별시,서대문구,홍은동,2025-03-01,힐스테이트홍은포레스트,72.79,104000.0,신축,중단지,중형,대형,,0,1,2.75,2.84,116.25,3924087.0,4.17,3.1,101.083333333333,100.083333333333,101.583333333333,91.973716,97.599575,-1,1,0,0,0
